5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
2304, 17059, 6050, 18450, 6050, 6050, 1, 1, orange, jelly, corn, cereal, corn 
2087, 12300, 6050, 30880, 6050, 6050, 1, 1, apple, onion, corn, crackers, corn 
97763, 14073, 97763, 30880, 97763, 97763, 1, 1, grape_juice, coke, grape_juice, crackers, grape_juice 
2304, 2087, 18450, 14073, 2087, 2087, 0, 0, orange, apple, cereal, coke, apple 
97763, 97763, 14073, 12300, 97763, 97763, 0, 0, grape_juice, grape_juice, coke, onion, grape_juice 
42488, 6050, 30880, 2304, 2304, 6050, 2, 0, orange_juice, corn, crackers, orange, orange 
53070, 17059, 42488, 12300, 17059, 12300, 0, 2, potato_chips, jelly, orange_juice, onion, jelly 
2304, 18450, 12300, 53070, 12300, 12300, 1, 1, orange, cereal, onion, potato_chips, onion 
6050, 30880, 42488, 18450, 42488, 18450, 1, 2, corn, crackers, orange_juice, cereal, orange_juice 
18450, 30880, 42488, 17059, 30880, 30880, 0, 0, cereal, crackers, orange_juice, jelly, crackers 
42488, 14073, 42488, 2304, 42488, 42488, 1, 1, orange_juice, coke, orange_juice, orange, orange_juice 
97763, 14073, 6050, 12300, 14073, 6050, 0, 1, grape_juice, coke, corn, onion, coke 
30880, 18450, 5408, 12300, 5408, 18450, 1, 0, crackers, cereal, bread, onion, bread 
53070, 97763, 14073, 12300, 14073, 14073, 1, 1, potato_chips, grape_juice, coke, onion, coke 
2087, 5408, 6050, 53070, 6050, 6050, 1, 1, apple, bread, corn, potato_chips, corn 
53070, 14073, 97763, 18450, 18450, 14073, 2, 0, potato_chips, coke, grape_juice, cereal, cereal 
30880, 97763, 53070, 6050, 6050, 6050, 2, 2, crackers, grape_juice, potato_chips, corn, corn 
97763, 17059, 42488, 2087, 42488, 2087, 1, 2, grape_juice, jelly, orange_juice, apple, orange_juice 
17059, 6050, 97763, 5408, 6050, 6050, 0, 0, jelly, corn, grape_juice, bread, corn 
12300, 17059, 2087, 12300, 12300, 12300, 2, 2, onion, jelly, apple, onion, onion 
2087, 53070, 97763, 2304, 2304, 2304, 2, 2, apple, potato_chips, grape_juice, orange, orange 
12300, 97763, 14073, 2304, 2304, 2304, 2, 2, onion, grape_juice, coke, orange, orange 
53070, 18450, 30880, 5408, 30880, 5408, 1, 2, potato_chips, cereal, crackers, bread, crackers 
5408, 14073, 30880, 5408, 5408, 5408, 2, 2, bread, coke, crackers, bread, bread 
6050, 6050, 53070, 2304, 6050, 6050, 0, 0, corn, corn, potato_chips, orange, corn 
42488, 18450, 53070, 6050, 53070, 6050, 1, 2, orange_juice, cereal, potato_chips, corn, potato_chips 
5408, 14073, 97763, 30880, 30880, 14073, 2, 0, bread, coke, grape_juice, crackers, crackers 
17059, 18450, 14073, 2304, 14073, 2304, 1, 2, jelly, cereal, coke, orange, coke 
14073, 53070, 12300, 2304, 53070, 2304, 0, 2, coke, potato_chips, onion, orange, potato_chips 
17059, 6050, 30880, 2304, 2304, 2304, 2, 2, jelly, corn, crackers, orange, orange 
42488, 2087, 5408, 53070, 2087, 5408, 0, 1, orange_juice, apple, bread, potato_chips, apple 
18450, 18450, 12300, 53070, 18450, 18450, 0, 0, cereal, cereal, onion, potato_chips, cereal 
17059, 30880, 2304, 17059, 17059, 17059, 2, 2, jelly, crackers, orange, jelly, jelly 
5408, 2087, 30880, 14073, 30880, 2087, 1, 0, bread, apple, crackers, coke, crackers 
30880, 30880, 12300, 53070, 30880, 30880, 0, 0, crackers, crackers, onion, potato_chips, crackers 
53070, 53070, 6050, 12300, 53070, 53070, 0, 0, potato_chips, potato_chips, corn, onion, potato_chips 
2304, 2087, 17059, 14073, 2087, 2087, 0, 0, orange, apple, jelly, coke, apple 
2087, 18450, 30880, 6050, 6050, 6050, 2, 2, apple, cereal, crackers, corn, corn 
18450, 2087, 53070, 97763, 53070, 2087, 1, 0, cereal, apple, potato_chips, grape_juice, potato_chips 
30880, 97763, 42488, 6050, 97763, 6050, 0, 2, crackers, grape_juice, orange_juice, corn, grape_juice 
12300, 2304, 30880, 53070, 2304, 2304, 0, 0, onion, orange, crackers, potato_chips, orange 
97763, 14073, 18450, 12300, 14073, 14073, 0, 0, grape_juice, coke, cereal, onion, coke 
14073, 18450, 14073, 2304, 14073, 14073, 1, 1, coke, cereal, coke, orange, coke 
6050, 30880, 2304, 97763, 2304, 2304, 1, 1, corn, crackers, orange, grape_juice, orange 
30880, 97763, 18450, 53070, 97763, 18450, 0, 1, crackers, grape_juice, cereal, potato_chips, grape_juice 
14073, 97763, 17059, 12300, 97763, 12300, 0, 2, coke, grape_juice, jelly, onion, grape_juice 
5408, 2087, 53070, 97763, 53070, 2087, 1, 0, bread, apple, potato_chips, grape_juice, potato_chips 
6050, 5408, 6050, 53070, 6050, 6050, 1, 1, corn, bread, corn, potato_chips, corn 
18450, 53070, 17059, 18450, 18450, 18450, 2, 2, cereal, potato_chips, jelly, cereal, cereal 
42488, 2304, 6050, 42488, 42488, 42488, 2, 2, orange_juice, orange, corn, orange_juice, orange_juice 
2304, 30880, 53070, 5408, 5408, 5408, 2, 2, orange, crackers, potato_chips, bread, bread 
30880, 97763, 42488, 5408, 5408, 5408, 2, 2, crackers, grape_juice, orange_juice, bread, bread 
17059, 30880, 14073, 2304, 14073, 2304, 1, 2, jelly, crackers, coke, orange, coke 
30880, 18450, 12300, 97763, 18450, 18450, 0, 0, crackers, cereal, onion, grape_juice, cereal 
5408, 17059, 6050, 18450, 17059, 6050, 0, 1, bread, jelly, corn, cereal, jelly 
97763, 2304, 53070, 18450, 18450, 2304, 2, 0, grape_juice, orange, potato_chips, cereal, cereal 
5408, 30880, 97763, 53070, 53070, 30880, 2, 0, bread, crackers, grape_juice, potato_chips, potato_chips 
12300, 2087, 18450, 6050, 2087, 6050, 0, 2, onion, apple, cereal, corn, apple 
12300, 42488, 53070, 5408, 53070, 5408, 1, 2, onion, orange_juice, potato_chips, bread, potato_chips 
97763, 14073, 42488, 2304, 42488, 2304, 1, 2, grape_juice, coke, orange_juice, orange, orange_juice 
14073, 42488, 53070, 12300, 42488, 12300, 0, 2, coke, orange_juice, potato_chips, onion, orange_juice 
18450, 2087, 12300, 6050, 12300, 6050, 1, 2, cereal, apple, onion, corn, onion 
12300, 53070, 17059, 18450, 17059, 18450, 1, 2, onion, potato_chips, jelly, cereal, jelly 
2087, 97763, 2087, 18450, 2087, 2087, 1, 1, apple, grape_juice, apple, cereal, apple 
53070, 14073, 42488, 2304, 14073, 2304, 0, 2, potato_chips, coke, orange_juice, orange, coke 
17059, 2087, 53070, 14073, 2087, 2087, 0, 0, jelly, apple, potato_chips, coke, apple 
2304, 97763, 42488, 6050, 42488, 6050, 1, 2, orange, grape_juice, orange_juice, corn, orange_juice 
17059, 2304, 5408, 42488, 5408, 2304, 1, 0, jelly, orange, bread, orange_juice, bread 
12300, 6050, 30880, 53070, 6050, 6050, 0, 0, onion, corn, crackers, potato_chips, corn 
42488, 12300, 5408, 97763, 97763, 5408, 2, 1, orange_juice, onion, bread, grape_juice, grape_juice 
42488, 2087, 18450, 17059, 17059, 2087, 2, 0, orange_juice, apple, cereal, jelly, jelly 
2304, 18450, 42488, 12300, 42488, 12300, 1, 2, orange, cereal, orange_juice, onion, orange_juice 
5408, 42488, 97763, 14073, 97763, 14073, 1, 2, bread, orange_juice, grape_juice, coke, grape_juice 
42488, 6050, 5408, 2304, 2304, 6050, 2, 0, orange_juice, corn, bread, orange, orange 
30880, 97763, 17059, 12300, 97763, 12300, 0, 2, crackers, grape_juice, jelly, onion, grape_juice 
14073, 53070, 17059, 5408, 53070, 5408, 0, 2, coke, potato_chips, jelly, bread, potato_chips 
5408, 6050, 30880, 53070, 30880, 6050, 1, 0, bread, corn, crackers, potato_chips, crackers 
42488, 42488, 53070, 14073, 42488, 42488, 0, 0, orange_juice, orange_juice, potato_chips, coke, orange_juice 
97763, 17059, 6050, 18450, 17059, 6050, 0, 1, grape_juice, jelly, corn, cereal, jelly 
18450, 97763, 14073, 2304, 2304, 2304, 2, 2, cereal, grape_juice, coke, orange, orange 
2087, 5408, 18450, 97763, 97763, 5408, 2, 0, apple, bread, cereal, grape_juice, grape_juice 
5408, 30880, 14073, 53070, 53070, 14073, 2, 1, bread, crackers, coke, potato_chips, potato_chips 
17059, 30880, 2304, 2087, 2087, 2304, 2, 1, jelly, crackers, orange, apple, apple 
5408, 42488, 53070, 17059, 17059, 17059, 2, 2, bread, orange_juice, potato_chips, jelly, jelly 
2304, 97763, 5408, 14073, 5408, 5408, 1, 1, orange, grape_juice, bread, coke, bread 
42488, 97763, 2304, 42488, 42488, 42488, 2, 2, orange_juice, grape_juice, orange, orange_juice, orange_juice 
30880, 12300, 17059, 6050, 17059, 6050, 1, 2, crackers, onion, jelly, corn, jelly 
18450, 97763, 5408, 14073, 5408, 5408, 1, 1, cereal, grape_juice, bread, coke, bread 
14073, 18450, 14073, 6050, 14073, 14073, 1, 1, coke, cereal, coke, corn, coke 
30880, 42488, 18450, 2304, 18450, 2304, 1, 2, crackers, orange_juice, cereal, orange, cereal 
42488, 17059, 14073, 30880, 14073, 14073, 1, 1, orange_juice, jelly, coke, crackers, coke 
17059, 5408, 18450, 97763, 97763, 18450, 2, 1, jelly, bread, cereal, grape_juice, grape_juice 
2087, 30880, 97763, 53070, 53070, 30880, 2, 0, apple, crackers, grape_juice, potato_chips, potato_chips 
30880, 14073, 53070, 12300, 53070, 14073, 1, 0, crackers, coke, potato_chips, onion, potato_chips 
5408, 2304, 17059, 14073, 17059, 2304, 1, 0, bread, orange, jelly, coke, jelly 
17059, 14073, 30880, 18450, 14073, 18450, 0, 2, jelly, coke, crackers, cereal, coke 
12300, 14073, 53070, 97763, 53070, 14073, 1, 0, onion, coke, potato_chips, grape_juice, potato_chips 
14073, 97763, 2304, 42488, 2304, 2304, 1, 1, coke, grape_juice, orange, orange_juice, orange 
17059, 2304, 5408, 12300, 5408, 2304, 1, 0, jelly, orange, bread, onion, bread 
5408, 12300, 97763, 30880, 30880, 12300, 2, 0, bread, onion, grape_juice, crackers, crackers 
17059, 17059, 6050, 18450, 17059, 17059, 0, 0, jelly, jelly, corn, cereal, jelly 
2304, 12300, 2087, 42488, 2087, 2087, 1, 1, orange, onion, apple, orange_juice, apple 
5408, 6050, 14073, 53070, 53070, 6050, 2, 0, bread, corn, coke, potato_chips, potato_chips 
97763, 5408, 18450, 97763, 97763, 97763, 2, 2, grape_juice, bread, cereal, grape_juice, grape_juice 
17059, 97763, 2304, 42488, 97763, 2304, 0, 1, jelly, grape_juice, orange, orange_juice, grape_juice 
14073, 97763, 42488, 53070, 42488, 42488, 1, 1, coke, grape_juice, orange_juice, potato_chips, orange_juice 
6050, 53070, 6050, 12300, 6050, 6050, 1, 1, corn, potato_chips, corn, onion, corn 
53070, 53070, 97763, 5408, 53070, 53070, 0, 0, potato_chips, potato_chips, grape_juice, bread, potato_chips 
14073, 6050, 2087, 2304, 2304, 6050, 2, 0, coke, corn, apple, orange, orange 
2304, 18450, 12300, 53070, 12300, 12300, 1, 1, orange, cereal, onion, potato_chips, onion 
53070, 30880, 2304, 17059, 30880, 2304, 0, 1, potato_chips, crackers, orange, jelly, crackers 
97763, 12300, 5408, 30880, 5408, 5408, 1, 1, grape_juice, onion, bread, crackers, bread 
97763, 6050, 30880, 53070, 30880, 6050, 1, 0, grape_juice, corn, crackers, potato_chips, crackers 
12300, 2304, 12300, 30880, 12300, 12300, 1, 1, onion, orange, onion, crackers, onion 
53070, 12300, 97763, 42488, 97763, 12300, 1, 0, potato_chips, onion, grape_juice, orange_juice, grape_juice 
30880, 30880, 18450, 2087, 30880, 30880, 0, 0, crackers, crackers, cereal, apple, crackers 
42488, 42488, 14073, 12300, 42488, 42488, 0, 0, orange_juice, orange_juice, coke, onion, orange_juice 
42488, 42488, 53070, 18450, 42488, 42488, 0, 0, orange_juice, orange_juice, potato_chips, cereal, orange_juice 
6050, 97763, 17059, 14073, 17059, 14073, 1, 2, corn, grape_juice, jelly, coke, jelly 
18450, 14073, 5408, 53070, 53070, 5408, 2, 1, cereal, coke, bread, potato_chips, potato_chips 
42488, 14073, 18450, 12300, 14073, 18450, 0, 1, orange_juice, coke, cereal, onion, coke 
2087, 30880, 2304, 2087, 2087, 2087, 2, 2, apple, crackers, orange, apple, apple 
30880, 2087, 30880, 14073, 30880, 30880, 1, 1, crackers, apple, crackers, coke, crackers 
30880, 18450, 12300, 97763, 97763, 18450, 2, 0, crackers, cereal, onion, grape_juice, grape_juice 
2087, 97763, 2087, 18450, 2087, 2087, 1, 1, apple, grape_juice, apple, cereal, apple 
12300, 6050, 30880, 53070, 53070, 6050, 2, 0, onion, corn, crackers, potato_chips, potato_chips 
12300, 30880, 2304, 17059, 2304, 2304, 1, 1, onion, crackers, orange, jelly, orange 
53070, 30880, 6050, 14073, 30880, 6050, 0, 1, potato_chips, crackers, corn, coke, crackers 
14073, 17059, 2304, 53070, 53070, 2304, 2, 1, coke, jelly, orange, potato_chips, potato_chips 
53070, 5408, 6050, 53070, 53070, 53070, 2, 2, potato_chips, bread, corn, potato_chips, potato_chips 
30880, 53070, 97763, 2304, 53070, 2304, 0, 2, crackers, potato_chips, grape_juice, orange, potato_chips 
2087, 14073, 18450, 12300, 12300, 18450, 2, 1, apple, coke, cereal, onion, onion 
18450, 5408, 2087, 30880, 30880, 2087, 2, 1, cereal, bread, apple, crackers, crackers 
12300, 97763, 5408, 30880, 97763, 5408, 0, 1, onion, grape_juice, bread, crackers, grape_juice 
2087, 42488, 53070, 5408, 5408, 5408, 2, 2, apple, orange_juice, potato_chips, bread, bread 
97763, 30880, 14073, 2304, 14073, 2304, 1, 2, grape_juice, crackers, coke, orange, coke 
2087, 17059, 14073, 30880, 30880, 14073, 2, 1, apple, jelly, coke, crackers, crackers 
12300, 18450, 42488, 17059, 18450, 18450, 0, 0, onion, cereal, orange_juice, jelly, cereal 
2087, 2087, 12300, 5408, 2087, 2087, 0, 0, apple, apple, onion, bread, apple 
97763, 14073, 6050, 12300, 14073, 6050, 0, 1, grape_juice, coke, corn, onion, coke 
6050, 18450, 2304, 6050, 6050, 6050, 2, 2, corn, cereal, orange, corn, corn 
12300, 2304, 18450, 5408, 2304, 2304, 0, 0, onion, orange, cereal, bread, orange 
5408, 12300, 53070, 17059, 53070, 12300, 1, 0, bread, onion, potato_chips, jelly, potato_chips 
18450, 42488, 30880, 6050, 30880, 6050, 1, 2, cereal, orange_juice, crackers, corn, crackers 
53070, 2304, 5408, 12300, 5408, 2304, 1, 0, potato_chips, orange, bread, onion, bread 
18450, 18450, 14073, 2304, 18450, 18450, 0, 0, cereal, cereal, coke, orange, cereal 
6050, 5408, 2304, 17059, 5408, 2304, 0, 1, corn, bread, orange, jelly, bread 
18450, 14073, 53070, 12300, 53070, 14073, 1, 0, cereal, coke, potato_chips, onion, potato_chips 
2087, 53070, 97763, 12300, 12300, 12300, 2, 2, apple, potato_chips, grape_juice, onion, onion 
53070, 97763, 42488, 6050, 42488, 6050, 1, 2, potato_chips, grape_juice, orange_juice, corn, orange_juice 
30880, 2087, 97763, 12300, 97763, 2087, 1, 0, crackers, apple, grape_juice, onion, grape_juice 
53070, 42488, 14073, 5408, 5408, 14073, 2, 1, potato_chips, orange_juice, coke, bread, bread 
14073, 14073, 5408, 2087, 14073, 14073, 0, 0, coke, coke, bread, apple, coke 
42488, 18450, 2304, 2087, 18450, 2304, 0, 1, orange_juice, cereal, orange, apple, cereal 
2087, 17059, 53070, 14073, 17059, 14073, 0, 2, apple, jelly, potato_chips, coke, jelly 
12300, 2087, 18450, 6050, 2087, 6050, 0, 2, onion, apple, cereal, corn, apple 
2087, 6050, 2087, 17059, 2087, 2087, 1, 1, apple, corn, apple, jelly, apple 
12300, 17059, 6050, 18450, 6050, 6050, 1, 1, onion, jelly, corn, cereal, corn 
53070, 30880, 17059, 97763, 30880, 30880, 0, 0, potato_chips, crackers, jelly, grape_juice, crackers 
6050, 12300, 97763, 42488, 12300, 12300, 0, 0, corn, onion, grape_juice, orange_juice, onion 
17059, 53070, 97763, 2304, 2304, 2304, 2, 2, jelly, potato_chips, grape_juice, orange, orange 
53070, 2304, 2087, 12300, 2087, 2304, 1, 0, potato_chips, orange, apple, onion, apple 
2304, 53070, 97763, 12300, 12300, 12300, 2, 2, orange, potato_chips, grape_juice, onion, onion 
2087, 18450, 5408, 2087, 2087, 2087, 2, 2, apple, cereal, bread, apple, apple 
2304, 5408, 18450, 97763, 97763, 5408, 2, 0, orange, bread, cereal, grape_juice, grape_juice 
14073, 30880, 14073, 53070, 14073, 14073, 1, 1, coke, crackers, coke, potato_chips, coke 
2087, 2304, 30880, 53070, 2304, 2304, 0, 0, apple, orange, crackers, potato_chips, orange 
5408, 2087, 53070, 97763, 2087, 2087, 0, 0, bread, apple, potato_chips, grape_juice, apple 
14073, 2087, 5408, 53070, 5408, 2087, 1, 0, coke, apple, bread, potato_chips, bread 
97763, 2087, 42488, 18450, 42488, 2087, 1, 0, grape_juice, apple, orange_juice, cereal, orange_juice 
5408, 5408, 12300, 53070, 5408, 5408, 0, 0, bread, bread, onion, potato_chips, bread 
42488, 17059, 18450, 30880, 17059, 18450, 0, 1, orange_juice, jelly, cereal, crackers, jelly 
2304, 2087, 53070, 42488, 2087, 2087, 0, 0, orange, apple, potato_chips, orange_juice, apple 
30880, 6050, 5408, 2304, 6050, 2304, 0, 2, crackers, corn, bread, orange, corn 
12300, 30880, 42488, 17059, 30880, 17059, 0, 2, onion, crackers, orange_juice, jelly, crackers 
12300, 30880, 6050, 17059, 6050, 6050, 1, 1, onion, crackers, corn, jelly, corn 
97763, 5408, 12300, 53070, 53070, 5408, 2, 0, grape_juice, bread, onion, potato_chips, potato_chips 
42488, 6050, 14073, 53070, 14073, 6050, 1, 0, orange_juice, corn, coke, potato_chips, coke 
14073, 14073, 42488, 6050, 14073, 14073, 0, 0, coke, coke, orange_juice, corn, coke 
42488, 5408, 2304, 2087, 2304, 2304, 1, 1, orange_juice, bread, orange, apple, orange 
5408, 2087, 42488, 30880, 30880, 2087, 2, 0, bread, apple, orange_juice, crackers, crackers 
6050, 97763, 14073, 2304, 97763, 2304, 0, 2, corn, grape_juice, coke, orange, grape_juice 
53070, 17059, 6050, 53070, 53070, 53070, 2, 2, potato_chips, jelly, corn, potato_chips, potato_chips 
5408, 2304, 5408, 12300, 5408, 5408, 1, 1, bread, orange, bread, onion, bread 
30880, 5408, 18450, 97763, 5408, 18450, 0, 1, crackers, bread, cereal, grape_juice, bread 
5408, 18450, 53070, 14073, 18450, 18450, 0, 0, bread, cereal, potato_chips, coke, cereal 
6050, 5408, 2304, 17059, 2304, 2304, 1, 1, corn, bread, orange, jelly, orange 
18450, 12300, 2304, 6050, 6050, 6050, 2, 2, cereal, onion, orange, corn, corn 
17059, 12300, 97763, 42488, 97763, 12300, 1, 0, jelly, onion, grape_juice, orange_juice, grape_juice 
30880, 30880, 42488, 17059, 30880, 30880, 0, 0, crackers, crackers, orange_juice, jelly, crackers 
12300, 6050, 14073, 53070, 6050, 6050, 0, 0, onion, corn, coke, potato_chips, corn 
5408, 42488, 12300, 2304, 42488, 2304, 0, 2, bread, orange_juice, onion, orange, orange_juice 
17059, 42488, 97763, 30880, 97763, 30880, 1, 2, jelly, orange_juice, grape_juice, crackers, grape_juice 
6050, 2087, 17059, 2304, 17059, 2304, 1, 2, corn, apple, jelly, orange, jelly 
17059, 5408, 2304, 2087, 5408, 2304, 0, 1, jelly, bread, orange, apple, bread 
12300, 6050, 18450, 42488, 6050, 6050, 0, 0, onion, corn, cereal, orange_juice, corn 
6050, 17059, 2304, 12300, 2304, 2304, 1, 1, corn, jelly, orange, onion, orange 
97763, 2304, 18450, 97763, 97763, 97763, 2, 2, grape_juice, orange, cereal, grape_juice, grape_juice 
17059, 2087, 12300, 30880, 2087, 2087, 0, 0, jelly, apple, onion, crackers, apple 
42488, 53070, 97763, 2304, 97763, 2304, 1, 2, orange_juice, potato_chips, grape_juice, orange, grape_juice 
12300, 14073, 6050, 12300, 12300, 12300, 2, 2, onion, coke, corn, onion, onion 
5408, 42488, 2304, 17059, 17059, 2304, 2, 1, bread, orange_juice, orange, jelly, jelly 
6050, 42488, 6050, 5408, 6050, 6050, 1, 1, corn, orange_juice, corn, bread, corn 
17059, 14073, 53070, 97763, 97763, 14073, 2, 0, jelly, coke, potato_chips, grape_juice, grape_juice 
53070, 30880, 2304, 2087, 30880, 2304, 0, 1, potato_chips, crackers, orange, apple, crackers 
97763, 2087, 12300, 5408, 5408, 5408, 2, 2, grape_juice, apple, onion, bread, bread 
14073, 30880, 18450, 2087, 2087, 2087, 2, 2, coke, crackers, cereal, apple, apple 
53070, 97763, 17059, 18450, 18450, 18450, 2, 2, potato_chips, grape_juice, jelly, cereal, cereal 
18450, 30880, 2304, 2087, 30880, 2304, 0, 1, cereal, crackers, orange, apple, crackers 
5408, 53070, 18450, 5408, 5408, 5408, 2, 2, bread, potato_chips, cereal, bread, bread 
2304, 30880, 14073, 2304, 2304, 2304, 2, 2, orange, crackers, coke, orange, orange 
30880, 17059, 42488, 97763, 42488, 17059, 1, 0, crackers, jelly, orange_juice, grape_juice, orange_juice 
17059, 2087, 18450, 6050, 18450, 6050, 1, 2, jelly, apple, cereal, corn, cereal 
42488, 14073, 97763, 30880, 97763, 14073, 1, 0, orange_juice, coke, grape_juice, crackers, grape_juice 
17059, 18450, 30880, 5408, 30880, 18450, 1, 0, jelly, cereal, crackers, bread, crackers 
2087, 5408, 2304, 53070, 2304, 2304, 1, 1, apple, bread, orange, potato_chips, orange 
14073, 42488, 2304, 17059, 42488, 2304, 0, 1, coke, orange_juice, orange, jelly, orange_juice 
6050, 18450, 2304, 6050, 6050, 6050, 2, 2, corn, cereal, orange, corn, corn 
42488, 2087, 18450, 53070, 2087, 2087, 0, 0, orange_juice, apple, cereal, potato_chips, apple 
53070, 2087, 6050, 14073, 6050, 6050, 1, 1, potato_chips, apple, corn, coke, corn 
30880, 42488, 17059, 5408, 5408, 5408, 2, 2, crackers, orange_juice, jelly, bread, bread 
2304, 42488, 53070, 14073, 42488, 14073, 0, 2, orange, orange_juice, potato_chips, coke, orange_juice 
42488, 12300, 17059, 6050, 17059, 6050, 1, 2, orange_juice, onion, jelly, corn, jelly 
6050, 53070, 97763, 5408, 5408, 5408, 2, 2, corn, potato_chips, grape_juice, bread, bread 
6050, 17059, 18450, 30880, 17059, 18450, 0, 1, corn, jelly, cereal, crackers, jelly 
14073, 42488, 53070, 2304, 42488, 2304, 0, 2, coke, orange_juice, potato_chips, orange, orange_juice 
12300, 18450, 14073, 2304, 2304, 2304, 2, 2, onion, cereal, coke, orange, orange 
5408, 17059, 53070, 14073, 17059, 14073, 0, 2, bread, jelly, potato_chips, coke, jelly 
30880, 2087, 12300, 6050, 6050, 6050, 2, 2, crackers, apple, onion, corn, corn 
5408, 6050, 18450, 42488, 18450, 6050, 1, 0, bread, corn, cereal, orange_juice, cereal 
14073, 2087, 42488, 30880, 42488, 2087, 1, 0, coke, apple, orange_juice, crackers, orange_juice 
53070, 30880, 97763, 53070, 53070, 53070, 2, 2, potato_chips, crackers, grape_juice, potato_chips, potato_chips 
2304, 18450, 12300, 97763, 12300, 12300, 1, 1, orange, cereal, onion, grape_juice, onion 
5408, 42488, 14073, 17059, 17059, 14073, 2, 1, bread, orange_juice, coke, jelly, jelly 
18450, 5408, 2304, 2087, 5408, 2304, 0, 1, cereal, bread, orange, apple, bread 
5408, 12300, 97763, 30880, 30880, 12300, 2, 0, bread, onion, grape_juice, crackers, crackers 
18450, 42488, 53070, 18450, 18450, 18450, 2, 2, cereal, orange_juice, potato_chips, cereal, cereal 
14073, 18450, 42488, 17059, 42488, 18450, 1, 0, coke, cereal, orange_juice, jelly, orange_juice 
97763, 5408, 17059, 12300, 17059, 5408, 1, 0, grape_juice, bread, jelly, onion, jelly 
17059, 53070, 17059, 5408, 17059, 17059, 1, 1, jelly, potato_chips, jelly, bread, jelly 
30880, 17059, 2087, 12300, 12300, 2087, 2, 1, crackers, jelly, apple, onion, onion 
30880, 97763, 18450, 53070, 18450, 18450, 1, 1, crackers, grape_juice, cereal, potato_chips, cereal 
2087, 97763, 42488, 53070, 42488, 42488, 1, 1, apple, grape_juice, orange_juice, potato_chips, orange_juice 
2304, 97763, 2087, 42488, 2087, 2087, 1, 1, orange, grape_juice, apple, orange_juice, apple 
6050, 12300, 14073, 17059, 17059, 14073, 2, 1, corn, onion, coke, jelly, jelly 
12300, 17059, 18450, 30880, 30880, 18450, 2, 1, onion, jelly, cereal, crackers, crackers 
30880, 2304, 5408, 12300, 5408, 2304, 1, 0, crackers, orange, bread, onion, bread 
5408, 2304, 18450, 5408, 5408, 5408, 2, 2, bread, orange, cereal, bread, bread 
53070, 2304, 2087, 12300, 2304, 2304, 0, 0, potato_chips, orange, apple, onion, orange 
53070, 6050, 2087, 97763, 2087, 6050, 1, 0, potato_chips, corn, apple, grape_juice, apple 
97763, 42488, 18450, 14073, 14073, 14073, 2, 2, grape_juice, orange_juice, cereal, coke, coke 
53070, 18450, 42488, 17059, 18450, 18450, 0, 0, potato_chips, cereal, orange_juice, jelly, cereal 
14073, 12300, 42488, 6050, 42488, 6050, 1, 2, coke, onion, orange_juice, corn, orange_juice 
2304, 18450, 2304, 6050, 2304, 2304, 1, 1, orange, cereal, orange, corn, orange 
2087, 97763, 14073, 12300, 12300, 14073, 2, 1, apple, grape_juice, coke, onion, onion 
30880, 42488, 97763, 14073, 14073, 14073, 2, 2, crackers, orange_juice, grape_juice, coke, coke 
53070, 14073, 6050, 2304, 6050, 2304, 1, 2, potato_chips, coke, corn, orange, corn 
2304, 14073, 6050, 12300, 12300, 6050, 2, 1, orange, coke, corn, onion, onion 
53070, 97763, 2087, 42488, 42488, 2087, 2, 1, potato_chips, grape_juice, apple, orange_juice, orange_juice 
42488, 18450, 14073, 6050, 6050, 6050, 2, 2, orange_juice, cereal, coke, corn, corn 
97763, 2087, 17059, 14073, 14073, 2087, 2, 0, grape_juice, apple, jelly, coke, coke 
42488, 30880, 14073, 2304, 14073, 2304, 1, 2, orange_juice, crackers, coke, orange, coke 
53070, 97763, 18450, 53070, 53070, 53070, 2, 2, potato_chips, grape_juice, cereal, potato_chips, potato_chips 
17059, 30880, 5408, 42488, 42488, 5408, 2, 1, jelly, crackers, bread, orange_juice, orange_juice 
30880, 2304, 53070, 18450, 53070, 2304, 1, 0, crackers, orange, potato_chips, cereal, potato_chips 
5408, 97763, 2087, 5408, 5408, 5408, 2, 2, bread, grape_juice, apple, bread, bread 
30880, 6050, 30880, 53070, 30880, 30880, 1, 1, crackers, corn, crackers, potato_chips, crackers 
17059, 2087, 42488, 30880, 42488, 2087, 1, 0, jelly, apple, orange_juice, crackers, orange_juice 
97763, 14073, 97763, 30880, 97763, 97763, 1, 1, grape_juice, coke, grape_juice, crackers, grape_juice 
30880, 2087, 53070, 14073, 53070, 2087, 1, 0, crackers, apple, potato_chips, coke, potato_chips 
30880, 42488, 14073, 17059, 17059, 14073, 2, 1, crackers, orange_juice, coke, jelly, jelly 
6050, 14073, 30880, 42488, 30880, 14073, 1, 0, corn, coke, crackers, orange_juice, crackers 
14073, 30880, 53070, 17059, 53070, 30880, 1, 0, coke, crackers, potato_chips, jelly, potato_chips 
12300, 12300, 5408, 30880, 12300, 12300, 0, 0, onion, onion, bread, crackers, onion 
53070, 2304, 12300, 30880, 30880, 2304, 2, 0, potato_chips, orange, onion, crackers, crackers 
2087, 17059, 6050, 53070, 6050, 6050, 1, 1, apple, jelly, corn, potato_chips, corn 
97763, 42488, 53070, 17059, 17059, 17059, 2, 2, grape_juice, orange_juice, potato_chips, jelly, jelly 
